None	 0
(2, 3, 7, 12, 25)	 0.32075471698113206
(1, 4, 10, 11, 12)	 0.24929178470254962
(3, 31, 35, 37)	 0.3434782608695652
(1, 4, 9, 15, 20)	 0.41605839416058393
(1, 2, 14, 36, 38)	 0.16513761467889906
(16, 31, 36, 41)	 0.2317682317682318
(1, 3, 8)	 0.15639810426540285
(21, 41, 59, 69)	 0.2535211267605633
(1, 5, 11, 14, 15)	 0.2167832167832168
(41, 42, 47)	 0.31740306582506767
(14, 27, 50)	 0.1414790996784566
(2, 27, 60)	 0.1457975986277873
(14, 25, 33, 36)	 0.32098765432098764
(1, 11, 31, 32)	 0.21533923303834807
(5, 9, 25, 26, 27)	 0.23048327137546468
(1, 3, 23, 28)	 0.32360742705570295
(1, 4, 18, 21, 24)	 0.2576419213973799
(1, 2)	 0.36974789915966383
(5,)	 0.02150537634408602
(2, 3)	 0.1917808219178082
None	 0
(1, 62, 72)	 0.1697841726618705
(5, 8, 52, 60)	 0.10891089108910892
(3, 72, 95)	 0.2271062271062271
None	 0
(10, 19, 21, 33)	 0.34137931034482755
(4, 5, 36)	 0.22905027932960895
(3, 43, 65)	 0.22138126773888364
(1, 17, 22)	 0.21587301587301586
(1, 5, 6, 26)	 0.24324324324324323
(2, 4, 5, 7)	 0.23529411764705882
(1, 6, 7, 8, 11)	 0.202020202020202
(6, 48, 54)	 0.25259515570934254
(3, 5, 36, 43)	 0.45876288659793807
(4, 5, 6, 12)	 0.4
(3, 4, 5)	 0.20454545454545456
(0, 2, 3, 5)	 0.15126050420168066
(3, 8, 9, 14, 29)	 0.20862308762169682
(1, 4, 11, 16, 23)	 0.30584192439862545
(1, 4, 5, 11, 14)	 0.2549019607843137
(2, 13, 21)	 0.14474599860821158
(14, 18, 20, 25, 33)	 0.30962343096234307
(12, 14, 31, 38)	 0.24104234527687293
(5, 9, 11, 14)	 0.276595744680851
(1, 2, 6, 11, 23)	 0.33641975308641975
(3, 4)	 0.06722689075630252
(3, 9)	 0.2105263157894737
(19, 28, 32, 34, 40)	 0.5494505494505495
(1, 17, 20, 22, 27)	 0.35294117647058826
(2, 13, 53)	 0.24966799468791498
(10, 27, 34, 37, 42)	 0.3258785942492013
(2, 9, 12, 21)	 0.2517482517482517
(1, 2, 3, 10)	 0.27826086956521745
(1, 6, 7, 20, 21)	 0.3603053435114504
(29, 32, 33, 37)	 0.23338735818476497
(2, 8, 11, 13, 16)	 0.18126888217522658
(16, 74, 86)	 0.11552346570397114
(1, 4, 5, 47)	 0.2456140350877193
(1, 2, 4, 8, 21)	 0.29187396351575456
(3, 5, 7, 13, 17)	 0.3387978142076502
(5, 7, 15, 16, 19)	 0.3386243386243386
(1, 3, 12, 14)	 0.25753424657534246
(10, 11, 14, 27)	 0.3141524105754277
